,0,1,2
7058,True Blue is da bomb though,😑,0.0
7059,RT shafizaizzatie I hate you i love you,😑,0.0
7061,RT tirzajacobe this why I hate being on my period I become this sensitive cry baby but also a big bitch,😐  😑,0.0
7062,My gad I hate drugs,😑,0.0
7063,I Hate People That Are Always Negative I Have To Distance Myself Sometimes,😑,0.0
7064,faith_cheers only part you got wrong was where you called ashleyshreve0 my friend bc I hate her,😑,0.0
7065,I hate how we dont talk like we used to,😑,0.0
7066,RT Jujuskiee_ I hate when I be thinking of a good come back after I said something already,😑,0.0
7067,Be real w me If you dont like me or there is an issuer address it I hate looking dumb,😑,0.0
7070,Q who do you hate    httpstco1hoMlBIOHX,😑,0.0
7072,I hate fangirling  Hey Yah Stop  Will kill me if he just knows that I just called him Yah when he is my Oppa httpstcojKxgs7j5HB,😑,0.0
7073,I willyou stay where you are Corruption abounds lies are the norm people are tired of the hate and bigotry dems httpstcohr2M09EGIk,😑,0.0
7074,And I hate when someone do something wrong  but act like they dont know what they did,😑,0.0
7075,I hate when people are just dumb in love,😑,0.0
7076,RT TCook35__ same I legit hate the summer httpstco0wQD24vMzc,😑,0.0
7077,Hate doings Ava hair and she takes out the beads,😑,0.0
7078,If it becomes violent LMAO who do you think the protesters are BLM no they are inside the Convention httpstco0n8yIeqmiy,😑,0.0
7079,I hate the whole process of looking for a new job,😑,0.0
7080,RT theboydee_ bruh omg i swear i hate people,😑,0.0
7081,i hate apple at the moment,😑,0.0
7083,DennisCalero I hate to say this because Im anticorporation and proartistbut the mass consumer cares about the brand not the makers,😑,0.0
7084,RT kwirkyKerri I hate it when I forget my password and dont answer my secret questions right  Its like I dont even know me,😑,0.0
7085,I hate you  httpstcoPg7mCz1OOV,😂 😑,4.0
7086,I hate my orthodontist They suck at their jobs,😑,0.0
7089,I hate going with women to shop,😑,0.0
7094,Any hate directed at them or their fans will not change my feelings,😑,0.0
7096,I think I hate everyone,😑,0.0
7104,Change How many di,😑,0.0
7105,Kim Heechul which one do you hate more longhaired heechul or muscleman donghae HAHAHAHA,😑,0.0
7106,Oh Ight  httpstcopOdApZJWFq,😑,0.0
7107,i hate when bitches find that one friend that be fighting all the time and purping  then they want to start purping and playing big dwag,😑,0.0
7108,BBCBreaking BBCNews Was it a black teenagers party Was it a hate shooting Is kukux klan back again,😑,0.0
7109,RT ScottDawsonWWE Next theyll want us to fight a pair of wolves or a red mythical creature like a dragon httpstco4cE2fZeyTM,😑,0.0
7110,RT YoungNiggaSam Rip Bank G Miss That Young Nigga OMM Li Bruh had heart of a lion hate that happen to you,️ 😫 😭 😑,-6.0
7113,httpstcogaifvXXZ9D IAN1 IARTG Bookboost,😑,0.0
7114,RT MarriedtoJblove Focus on winning not arrogant people who hate someone for a living MTVHottest Justin Bieber httpstco028znzsggG,😑,0.0
7115,RT chrstphragptan_ the more you hate the more love may it takes,😑,0.0
7118,DolceAmorePatigasan  httpstcoIM5MhHDqD4,😊 😑 ️,3.0
7119,Because we hate ourselves so we want someone else to love us  httpstcolRk79lcXeD,😑,0.0
7122,me httpstcowOMsGcn4Ne,😑,0.0
7123,RT belovedbenzo i still ship jaria so hard i hate myself httpstcoGN6qr0uQvB,😑,0.0
7124,Napakafond ko talaga sa mga aso and I hate seeing dogs that being abandoned hurt ill sad cry it really impales my heart,😢  😭 😑,-6.0
7125,RT theKaddeem hate it when ppl try bring up the things they voluntarily did for you in the past as leverage to get what they need in,😑,0.0
7126,I HATE LOOKING LIKE SHIT THE FIRST TIME I MEET SOMEONE LIKE WAIT I CAN DO BETTER THAN THIS,😑,0.0
7129,Ansbach https,😑,0.0
7130,Bitch I jumped so damn hard LMFAOO hate watching movies alone,😑,0.0
7131,I cant man I hate people from my high school,😂  😑,4.0
7133,RT BeneathScars I hate anxiety so much,😑,0.0
7135,I hate running but its addicting,😑,0.0
7136,I HATE it when my mom goes Oh yeah hes so cute But minus all those tattoos or Hed be so handsome if he didnt have all those tattoos,😑,0.0
7138,I hate yoongis stylist like srsly,😑,0.0
7140,RT naaailaaa_ i hate when people think im mad  like no just leave me the fuck alone before i get mad that youre bothering me,😂  😑,4.0
7141,RT PapiSwave If you wear a sundress and Jordans youre the type of bitch I hate lmao,😑,0.0
7142,but i hate you think about you with somebody else,😑,0.0
7143,Hate you,😑,0.0
7145,Find my name here    httpstcoJPAdIfk0Q4 httpstcoejC616e1Uh,😑,0.0
7146,TOP MEDIA I HATE YOUUU,😑,0.0
7148,BeReal2yourself ya I kno I hate it when it goes by so fast,😑,0.0
7150,Do you need money to be happy  as much as i hate it yes you need it httpstcoIYA2eZW5bj,😑,0.0
7151,KyleKulinski but I think itll go back and forth between two candidates everyones only voting for cos they hate the other person,😑,0.0
7154,Heres the cold hard truth BatsI dont hate you cause Im crazyIm crazy cause I hate you,😑,0.0
7155,RT JataTheGod I hate people who always try to put you on the snap,😑,0.0
7156,I hate when ppl come back around when they think you doing better  Bitch bye You left too soon,️ 😂 😑,4.0
7157,RT BerzatLamont Hate when people be in room when Im gone like put things back how you found them,😑,0.0
7160,this the worst form of hate  httpstcoEeOTGPl2mc,😑,0.0
7161,TinaDayton holy shit same This is why I have to sleep with the tv on I hate it but its the only thing that works,😑,0.0
7163,Dont u hate when u get screenshot,😑,0.0
7164,I have always had a very strong hate for guns and the world today is just making that hate worse,😑,0.0
7165,RT chanwithbaek homophobicfucking twisted psycho materialistic gold digger WHAT ELSE yeah the most ugliest person in fic world https,😑,0.0
7166,I hate having intellectual conversations with people who dont understand society,😑,0.0
7167,All my dealers gotta have cash app from now on I hate going to the ATM for yall niggas,😑,0.0
7168,RT ScarlettRutter I hate people knowing my business,😑,0.0
7170,Too much hate in this world Love one another Be the change,️ 😑,0.0
7172,I hate drugs lol,😂 😑,4.0
7174,hate is very powerful but i hate rejection,️ 😑,0.0
7175,HillaryClinton So it has been leaked that You hate the LBGTQ community along with the hate towards those believing in GodWOW,😑,0.0
7177,I fucking hate getting ignored,😑,0.0
7178,askleafy Why am I still getting hate Gnomestar,😑,0.0
7180,RT 69mcchicken69 if ur read receipts arent on I hate u but also respect u on a serious level,😑,0.0
7181,Fucking hate walking,😑,0.0
7188,PokemonGoProblems,😑,0.0
7189,chanandelorbxng I hate one of the girls I was supposed to be going with and everyones sided with her so  cba,😂 😴  😑,4.0
7190,PunchyMcgregor  tretellit LuvlyLadyTrump yall should have seen how they tried to reverse what I said about BLM not being a hate group,😑,0.0
7191,KTH473 Kata_basis and grow up to hate us I wonder why they hate us is ti weve been killing them for centuries,😑,0.0
7192,I hate when Im not at work  amp stillI have to hear shit about work,😓   😑,-1.0
7194,RT Dmac176 When they hate you publicly but privately want to be you FamousMelaniaTrumpQuotes httpstco9UKA6XiaCu,😑,0.0
7195,LisaVikingstad hm Islamists not under our direct or indirect control Seems most legit reason along with Saudi buddies hate their guts,😑,0.0
7196,OMG PLEASE I SHOULD NOT BECAUSE I SUPPOSED TO HATE HIM LIKE NOT NOW FOREAL SHITT,😑,0.0
7197,RT Tulani30 Tribalism is bad and entrenched in SAmuch more then racism I say Very sad state of affairs httpstco3WB0sZ2Mga,😑,0.0
7198,Nowadays ion kno if niggas love or hate me,️ 😑,0.0
7199,worthlessjin u are a dumbfuck that knows nothing but hate,😊 😑,3.0
7200,Social media is to socialize not for hate and shade,😑,0.0
7201,cherisht_ i really hate the world bae,😂 😑,4.0
7202,NYDailyNews Dems R bringing change 1st AAm Pres and now potentially 1st FEMALE Pres The election will be close cause ppl hate change,😑,0.0
7205,MUST SEE NeverHillary Dearborn MI No Go Zone of Islamic Hate  httpstcoeUyQxsNUKK MSNBC CNN DNCconvention DNC2016 DNCinPHL PA,😑,0.0
7206,sazzys pet hate piss take on the golden ratio in logo design just brought down the house AEADC,😑,0.0
7207,They love you then they hate you,😑,0.0
7208,zerefsdragneel NOTHING he literally just showed up i hate him that much lmaoohgjghj,😑,0.0
7209,RT rylees143 i hate losing snap streaks,️ 😑,0.0
7210,RT monroepayton I hate that Im so stubborn and take good things for granted while Ive got them,😑,0.0
7211,RT Ronnie_D_Cole Probably because its boring but is boring because its our fault every time we get something to do we mess it up https,😑,0.0
7212,RT IzdiyaniMusawir To get what you love you must first be patient with what you hate  Imam Ghazali,😑,0.0
7214,RT Lesdoggg I leave Twitter tonight with tears and a very sad heartAll this cause I did a movieYou can hate the movie but the shit I go,😑,0.0
7215,normally i hate hearing people chew its like a pet peeve for me but can bear jin bc hes lovely,😑,0.0
7216,I actually hate em  httpstco7cjcXRBMOH,😑,0.0
7217,I hate people who whistle on Monday mornings for real aint no one want to hear that shit,😑,0.0
7221,video games r my escape httpst,😑,0.0
7222,I hate waking up Doesnt matter what time of day I fucking hate waking up,😑,0.0
7223,ITS NOT POSSIBLE ASDHJSDVKLL httpstcoxX0dhbsKaz,😑,0.0
7224,When i say that i hate you httpstcoCBx4MfKPyh,😑,0.0
7225,RT kslol hate not feeling good enough,😑,0.0
7231,RT bowmant5 KDTrey5 Just so youre aware I hate you more than Dallas Carter when they play Permian on the Friday Night Lights the movie,😑,0.0
7234,I Get Shown Wayyy Too Much Love To Ever Hate,😑,0.0
7235,RT _alexisjadexo Hate work but love making money,😑,0.0
7236,RT Jen_ny69 When people are successful and doing better than a lot of people the public will find ANY LITTLE thing to hate you lmao,😑,0.0
7237,i hate you,😑,0.0
7238,RT GirlNotes I always say  I hate you or youre annoying to the people I actually like you just gotta understand my love lmao,😑,0.0
7239,I hate people when people command me and I hate this work,😑,0.0
7240,RT OhLordTaylore I cant afford to keep internalizing the worlds hate I can recognize injustice without becoming emotionally compromised,😑,0.0
7242,Babu ko MAMU Moh re Facebook username Bhayo aba,😑,0.0
7243,What I do notice abt cha_doran TL lack of followers Hillary hate amp telling Trump powerwikidripAssange RTWhere we part ways troll,😑,0.0
7244,RT reyes_bri I hate that I even started wearing falsies because now I can never ever go without them anywhere or Ill feel weird smh,😑,0.0
7245,jennaadunne jammy bitch I hate you,😑,0.0
7246,Hello Leahnavarto jimparedes cynthiapatag carlosceldran winniemonsod are u listening httpstcolpJ9kuXPR2,😑,0.0
7248,NeverTrump NoRacismNoHate https,😑,0.0
7250,I hate old people sometimes starring at my tattoos amp talking in a diff language   your lucky I have respect amp we in a doctors office,😑,0.0
7253,I send photos to holly of my new swimsuit for Napa and she replies with these pics LOL I hate you holly_prentice httpstco5wmgNn8fpv,😑,0.0
7254,I really hate to say thisBut everybody has a right to say what they want Its on the people around them to react httpstco2U60iukdU7,😑,0.0
7255,If your posting things about how you hate men and things like that are you really a voice of change Feminism,😑,0.0
7256,RT _loveliahhh I hate I ever got involved with some people,😑,0.0
7257,fucking hate blueticks the most,😑,0.0
7258,RT paezchristine_ POTEK I HATE TUESDAY,😑,0.0
7259,I hate Rumors,😑,0.0
7260,I hate when Im trying my damn hardest to ensure a good life for my baby amp the dad isnt even trying to contribute  Shit is annoying af,😑,0.0
7263,why did kibum have to be streaming at the same time I hate having more than one ult group httpstcojtvIJlvwyy,😑,0.0
7264,yes I wear makeup everyday doesnt mean I hate myself natural,😑,0.0
7266,Hate when I wake up feeling like I gotta throw up,😷 😑,-1.0
7273,RT TheMariahG I hate when people touch my stuff better yet eat my food,😑,0.0
7274,RT _Whittanyyy like what you doing  httpstco1XP70MwCRA,😳 😑,-2.0
7275,Tiny need to give it up smh httpstcocB4ud7lu5v,😑,0.0
7277,I hate soooooo many people at this point in my life,😑,0.0
7278,Hate putting in 100 in and only getting 50 back,😑,0.0
7281,Cuz fuck yo sin,😑,0.0
7285,RT marIboros i hate when you can feel someone losing interest in you,😑,0.0
7287,RT bisexting 25 I hate myself for laughing at this httpstcoct25XgbJy1,😑,0.0
7289,RT DaReal_Jstar I hate Mondays,😑,0.0
7291,RT Cali_StyleJas I actually hate em  httpstco7cjcXRBMOH,😑,0.0
7292,foxnewsvideo AmericaNewsroom  This guy told Martha and Brett  You are 2 of my favorites I would hate to ruin your careers Threat,😑,0.0
7293,MSM has bought and paid for Killary and they will protect her  oh yes two more attacks in Germany never mind httpstcoI5XJguuuTa,😑,0.0
7294,RT classifiedfact People will hate you rate you shake you and break you But how strong you stand is what makes you,😑,0.0
7295,Hate is not the first enemy of love Fear is It destroys your ability to trust,😑,0.0
7297,I hate that Im awake right now I am so so so so so sleepy,😑,0.0
7299,EUref VoteRemain GreenerIN httpstco,😑,0.0
7303,coachbum37 its hard to swallow Most people are stuck voting for someone they hate slightly less it shouldnt be this way,😑,0.0
7304,ImCotyy DestramMG i hate you,😑,0.0
7306,RT Lanniee_ Hate females that always think its a competition with another,😑,0.0
7308,RT 30SecsOfFights I hate yall man  httpstcoGu1HMsV8VZ,😂  😑,4.0
7309,RT temporarydmsx When i say that i hate you httpstcoCBx4MfKPyh,😑,0.0
7310,Let the hate fly by you amp focus on the goals you need too achieve,😑,0.0
7311,RT hellagustin look at this string bean i wish he wouldnt have to go through so much hate  httpstcoFdmFO1sYVE,😑,0.0
7312,i hate leaving daisy at the vet bc jenny gets so sad,😑,0.0
7313,itsabbyyyxx pa rt please and like na rin huhu as a tard i beg char httpstcouCddcBFKNs,😑,0.0
7316,RT therealwb3 I hate ghetto bitches,😑,0.0
7317,Hate playing cod with a dookie ass team,😑,0.0
7318,21 Times JK Rowling Shut Down Twitter Trolls See 21 times Harry Potter creator JK Rowling shut down hate httpstcotzWIYPzKrw,😑,0.0
7319,I hate when you be texting somebody and they FT you like look I barely wanna text you and now I have to look at your face,😑,0.0
7321,KnibbelK spreading hate isnt going to help the situation No matter what you believe praying is still spreading love,😑,0.0
7323,RT ebonibannis GRANT GUSTIN IS A GREAT ACTOR AND DOESNT DESERVE THE HATE HE GETS PASS IT ON httpstcoKI9SDeaBEr,😑,0.0
7324,RT karennkinsix Hate boys like this  httpstcodQSkKtQASW,😷 😑,-1.0
7325,The only thing i hate about x3 is that it lack of that sparkling cymbals soundbut it do earn that black background ambience,😑,0.0
7326,I HATE NADIA httpstcozpC4Jse3U7,😑,0.0
7328,Try not to hate the haters smile knowing their thinking about you,😑,0.0
7329,show love no hate,😑,0.0
7330,goodnight ruth i hate u sm ily i hope u choke on hansols love httpstcougMCJZbhGw,😑,0.0
7331,RT michaaaaeelaa u hate me but who are u,😑,0.0
7335,Not Kashmiri Pandit कय http,😑,0.0
7337,I hate being in the car with this woman,😑,0.0
7338,RT adiputrazuhri gnash  i hate you i love you  httpstcovFM3M95Yu7,😑,0.0
7339,RT pennymoffatx no way has there been another shooting in Florida and a suicide bomber in Germany hate the world right now prayforflori,😑,0.0
7341,I hate when people ignore me and it is very obvious that they are doing it,😑,0.0
7342,RT KingTrip_ Hate when I wake up feeling like I gotta throw up,😷 😑,-1.0
7343,I hate how they have ads commercials on like everything now  Twitter Facebook  snapchat  IG Nothing is safe,😩 😑,-2.0
7344,RT ayenoura Look at his smile hes so cute I HATE HIM httpstcotvaUI9gsBt,😑,0.0
7347,I Hate Liars,😑,0.0
7349,Some women hate themselves so much they wanna rub their insecurities off on you Take heed ladies and gentlemen,😑,0.0
7352,PossiblyBoredErikkuBot,😑,0.0
7353,Is it me or does anyone else really hate when people use this emoji gt,😈 😑,-4.0
7354,Dont spread more hate  httpstcot7Io4AjveO,😑,0.0
7355,Hate making phone calls while afternoon doing so,😫  😑,-2.0
7357,My Instagram feed looks so messy I hate it,😑,0.0
7358,KailiJoy You folks really hate America dont you,😑,0.0
7359,I hate my life I hate my life I hate my life,😑,0.0
7360,I pray I get my car today I hate depending on other people,😡 😑,-5.0
7361,RT LeaveItUp2Mel Holly is a fool I hate her more than Angela,😑,0.0
7362,RT RLCE_ People who supposedly hate this topic only now piping up to talk about how women make false accusations Lol,😑,0.0
7363,Hate being said I just be down,😑,0.0
7364,Barcabhoy1 wikileaks nytimes  tax returns tax returns tax returns tax returns hate white people  tax returns tax returns tax returns,😑,0.0
7366,i hate my hobbies all of them are expensive games makeup travel anime like fuck this shit im so broke,😑,0.0
7367,Dont hate the Schenn deal especially if he can continue building on last season,😑,0.0
7368,ew i hate these new animators ugh svtfoe looks so ugly,😑,0.0
7370,RT amber69net And i hate it when KRYBER SHIPPERS YES WHERE YALL AT IM CALLING YOU GUYS I WANNA FIGHT,😑,0.0
7372,RT liamalcin So that 3 holding it down for you httpstcoYzhmDn6x97,😑,0.0
7373,RT MalePocahontas I hate when I fall asleep with the light on I feel like I deserve a redo for my sleep because it wasnt as relaxing as,😑,0.0
7376,DemsInPhilly httpstcofClP21X3Ah,😑,0.0
7380,I still hate the fact that Twitter tells me what people are liking cuz I really dont give a shit,😑,0.0
7382,httpstco6wPCjKNWhO httpstcodtUTYphwGI,😑,0.0
7383,RT TheGrandeKnight i hate typos,😑,0.0
7385,i hate suguna,😑,0.0
7386,But I hate females so thatll never work,😂  😑,4.0
7387,I hate leaving him in the mornings,😩 😑,-2.0
7388,I hate waiting,😑,0.0
7389,I hate when bitches tweet back to reality on Mondays when all they got is a 5 hour shift at the mall or something,😑,0.0
7390,TruShamblen haha like all you do is try to love them and they hate you,😑,0.0
7394,for Democratic socialism 2 work open borders r needed and thus hate speech laws 2 keep the immigrants from leaving httpstcoVNxw1GZ2Tx,😑,0.0
7395,ok tbh i dont really like taylor but i dont hate her selena is her friend and shes getting hate for trying to defend taylor smh,😑,0.0
7396,BillHemmer hate those press conferences when we cant hear question only answer,😑,0.0
7397,AND THE 7 THINGS I HATE THE MOST THAT YOU DO YOU MADE ME LOVE UUU,😑,0.0
7398,RT NewEpisode Going into a job you hate everyday is stressful,😑,0.0
7399,I really hate having social anxiety Im literally sitting here wishing the ground would open and swallow me up rn,😑,0.0
7400,bucknataIia vivian I hate your ass,😑,0.0
7403,Why does it make you angry do  you hate animals  httpstcoLf3VgnwWZn,😑,0.0
7408,Rightwingknight twoosh  All the way to the finish line  httpstcoTLpwFTE53H,😃 😑,3.0
7410,I hate you JustSnazz  httpstcojVKluJhUgI,😂 😑,4.0
7411,im_gon_flourish  lol bye Josh its too early for this hate in your heart,😑,0.0
7412,Sod the haters theyre just jealous no people hate you because you act like a complete arse I dont think jealousy comes in to it,😑,0.0
7413,RT shelylechuga93 Hate Mondays,😑,0.0
7414,RT fsmtweets Its bcuz everyone likes to think that one bad apple from the bunch represents the entire tree  MicronesianTwitter https,😑,0.0
7415,Hillary and Trump both r evil but you probably think its okay to vote for Hillary huh I hate you if you do,😑,0.0
7416,I hate retainers,😑,0.0
7417,Now yall get why every time I come back from travelling only to hate this country even more,😑,0.0
7418,RT 18Mads ChrisCrawley8 BaileeImani hate yall,😑,0.0
7419,RT ellie_street Hate how a boys friends can determine how he treats his girlfriend grow up eh,😑,0.0
7420,RT femalebook I always say  I hate you or youre annoying to the people I actually like you just gotta understand my love lmao,😑,0.0
7421,Lmfaoo ew I hate adding ppl from parties on sc bc then u actually have time to process how hit they r in their stories,😑,0.0
7426,this all Pat fault man httpstcoZi1QhDyYNd,😑,0.0
7430,Complete stupidity written by a complete idiot,😑,0.0
7432,nodejs instrumentation,😑,0.0
7435,RT TwistAnonReaper Bernie Voters HATE Hillary YOU DONT SAY,😑,0.0
7436,Tay I hate this feeling,😢 😑,-2.0
7438,But love having my own money  httpstcoTUWUvQGkZt,😑,0.0
7440,RT ChanoDaRapper I wish our generation would hate less and love more Way too many people dying,😑,0.0
7443,How I hate to see you like this,😑,0.0
7445,maxxfIo moirawendie yung first they hate each other but nung last na friends na sila,😂  😑,4.0
7446,You can always hate your government but love your country,😑,0.0
7447,I hate that my lashes are naturally curled it makes putting on liner so difficult I have to hold my lashes down,😑,0.0
7448,I hate when I I have a really good gif and I have to wait to use it,😑,0.0
7449,RT queentatiana banknewscoin jdebunt I hate news about more regulation  Its good because it means its being accepted its bad becau,😑,0.0
7450,And this is why I hate catching the feels lol,😑,0.0
7451,I hate my brain for constantly reminding me that I still have to face the reality of life,😑,0.0
7452,So many girls hate other girls because of boys Lets like each other and hate the boy instead,😑,0.0
7453,We must fight hate with love Faith groups in its capital Munich say they want to to heal httpstco5w2hLDLR8Y,😑,0.0
7454,Im also now realizing I should probably go shopping for one or two more pairs of shorts because I lowkey hate the ones I have now,😑,0.0
7455,RT OStonestreet Im a ScottishNationalist I dont hate the english I just dont want to be attached to a failing State  https,️  😑,0.0
7456,Hate doing things on a monday  literally the worst day of the week,😑,0.0
7457,If the MAJORITY of people hate Trump why does he have the MAJORITY in polls,😑,0.0
7459,RT TrellBackWoodss Lmaooo grandad made the best Mac n cheese period  Aint that right kaylah0pe  httpstcoCYs5kiEOB8,😑,0.0
7461,Im there    httpstcohQctpdMiSq httpstcoxdZP1GyQW4,😑,0.0
7462,And ill never be her  i hate u i love u feat olivia obrien by gnash  httpstcoKvkHiRJrAK,😑,0.0
7464,Why not Mexico Youre gonna flee to another white country to hate on  httpstcoTTAKwjH3pi,😑,0.0
7465,ishteleleeeeng_  Because you hate me too,😔 😑,-1.0
7468,hoseoki hate u httpstcowOzfEOjsg8,😑,0.0
7469,RT SWProphecy Video Bernie Voters HATE Hillary httpstco31qAKfKWDr,😑,0.0
7470,cant think of any rn httpstcohCIO8F4kwr,😑,0.0
7471,Im really fucking frustrated and never want so sew anything aver again Who could have guessed it exept EVERYONE I hate fucking sewing,😑,0.0
7474,I hate this phone right now,😑,0.0
7475,RT matsumuto2 fromI love you to I hate you real quick,😏 😑,3.0
7476,RT nutellaANDpizza I hate that this sounds so good  httpstcoyxYdypTpJL,😂 😭 😑,0.0
7477,Yikkkkkessss lol and everyone wanted me to go  httpstco8JuFFUdP7U,😑,0.0
7478,RT wethinkaIike Sometimes I love you Sometimes I hate you But not a day goes by that I dont miss you,😑,0.0
7480,RT wen_sco Playing Catan is a really great way to make a whole bunch of people who like each other hate each other,😑,0.0
7481,RT JulKollar10 I lovehate that Im going back to school in 24 days,😶  😑,0.0
7482,Why the hate,😑,0.0
7483,vrevolutionyeah This is why I hate the term plant based because it means different things to different people I know people who eat a,😑,0.0
7484,Independent Man she is disgusting I hate her more than Thatcher already Colossal BITCH,😑,0.0
7485,megaloyalfans aayana range veru vadileyandi ante vinaledu Being a fan of a hero doesn mean v have to hate other heroes,😑,0.0
7487,I hate romance novels but due to recent events in my life I definitely changed my perspective,😑,0.0
7488,Really hate how technology is taking over peoples lives,😑,0.0
7490,RT GlobalGleesh_ I Hate People,😑,0.0
7494,The haters love to see people like me go down Are they ever going to hate when I rise to heights like never before haters,😑,0.0
7495,ethaerial unnie dont mind them okay Haters gonna hate Insecure  lang po sila I know were not close and we dont know each other,😑,0.0
7496,I hate it I wish my country could be more like United States httpstcoieh2c8HvHw,😊 😑,3.0
7497,RT _Iforsuperior I love the beach but hate the sand,😒 😑,-2.0
7498,RT fromyounowhere People gonna hate on ur grind no matter what,😑,0.0
7503,I hate the step glitch httpstcogEcXo,😑,0.0
7506,httpstcoGzUMGpHR2l,😑,0.0
7512,That makes me hate u Jonas,😑,0.0
7513,I hate you delete this httpstcotT5wUG0vuT,😑,0.0
7514,RT Maddy_Evans3 I hate always feeling like I dont have enough time,😑,0.0
7515,RT changes I always say youre annoying or I hate you to the people I actually like you just gotta understand my love,😑,0.0
7517,fucking hate diets make is 10 times more moody,😑,0.0
7518,RT highontroyhill Bernie voters hate Hillary Fine Do they feel  same way about the  SCOTUS amp their future SELFSABOTAGE  VOTING BOOT,😑,0.0
7519,I fuxking hate my work,😑,0.0
7526,RT ClingyyBoypren Dear Pimples I hate you Sincerely my skin,😑,0.0
7527,I hate Hillary  Hillary has been disqualified and it is up to true Americans to say NO to a Clinton presidency,😑,0.0
7528,RT BigBooty_Judy18 I hate when people act big with me cause low key I would probably beat your ass,😑,0.0
7529,RT strongpasslon I HATE LOOKING LIKE SHIT THE FIRST TIME I MEET SOMEONE LIKE WAIT I CAN DO BETTER THAN THIS,😑,0.0
7530,Hate People Who Always Trynna Play Victim,😑,0.0
7532,I hate seeing the while you were away tweets like what just let me see it in order,😑,0.0
7533,I so hate you,😑,0.0
7534,Baerretta_  I actually hate you,😂 😑,4.0
7536,httpstcoKuwfhGeAjv httpstcoLEZeOqjw9l,😑,0.0
7538,Five 5 Reasons Why You Hate Your Job And Three Things You Must Consider Before Quitting  httpstcoh2mCVoAvHa via Shareaholic,😑,0.0
7539,i have a Starbucks green tea matcha at least once a day and I really hate myself but also its so yummy and good for me so whatever,😑,0.0
7540,damn I hate having to wake up early like just let me sleeeeep,😑,0.0
7541,RT Silviac10Silvia Still cry and hate him to this day httpstcob3S3ZmvtbL,😑,0.0
7542,RT AmericaDied RanaHarbi ChristophHeer52 Trump may hate MoslemsI do not knowbut wanting people vetted before being allowed in seems l,😑,0.0
7547,RT xo_rarebreed Lmao I hate AR,😑,0.0
7548,I hate only getting a 20 minute break for like 9 hours work should be getting like 45 minutes,😑,0.0
7555,I hate when ppl chew loud but I will suffer through it for Jin httpstcoVx7cCEvLpF,😑,0.0
7558,RT whyyradiotimes Love conquers hate and always will PhillyMayor on DNCinPHL vs RNCinCLE RTDNC,😑,0.0
7559,RT Proud2Progress We need to  StandWithMadamPOTUS and push back on the vitriol and hate campaign she has endured Its time to fight bul,😑,0.0
7561,RT BladeSharpp Because we hate ourselves so we want someone else to love us  httpstcolRk79lcXeD,😑,0.0
7564,My 7 yr old just said to me mum please dont let the next man u meet hurt you as I hate seeing u cry bless him my boys,️  😑,0.0
7565,I really hate that Cheesecake Factory Isnt close to my house,😑,0.0
7566,realDrOlmo This idiot should be arrest charged for hate crime Vote Trump  Pence in this coming election America,😑,0.0
7567,I hate when Im hungry af and think of Shit to eat bt I wanna eat everything and I gotta narrow it down to one choice,😩  😑,-2.0
7568,RT Luis_Alonso108 I hate when people bitch me about me not following them and when I follow them they are not even following back,😑,0.0
7570,Go to the linkdont be shy    httpstcoHRkyZVoshs httpstconp1CU9JVbq,😑,0.0
7572,RT GiovanniAngel13 If you have power I hate your guts,😑,0.0
7576,Drinking espresso amp smoking a cigarette at the same time is a bad idea my stomach is starting to hate me,😑,0.0
7577,notyourfantard You deserve more hate from CF and the likes bc of how you deal with this You dont belong in showbusiness,😑,0.0
7578,RT brew_28g Sound like hate to me httpstco5jpg1bNjEz,😑,0.0
7581,TBTSHT i know i just hate it when we keep on fighting and ruin the fandom dont we all love them I feel like were disappointing them,😑,0.0
7582,and I hate waiting waiting for someone else to drive me around,😑,0.0
7583,I stopped hating but I feel the hate in my soul again,😑,0.0
7586,cIassboy no but forreal why do you hate 2pm,😑,0.0
7587,RT Lenbino I hate preschool bars I hate these new rappers,😑,0.0
7590,RT RobynsPeggySue I hate when I say Rihanna outsells your fav in album sales and they be like because she has more albums httpstc,😑,0.0
7591,I hate what this world has come to A bunch of prejudiced unoriginal fake bitches and fuckboys,😑,0.0
7592,jasfordxo I would say thanks but I kinda hate ya,😏 😋 😑,7.0
7595,Calling me college I hate adulting part 900,😑,0.0
7599,I hate tequila,😑,0.0
7600,RT YoungProf_MUFC Apart from Christianity and Islam there are hardly any religions in the world that preach this much intolerance  https,😑,0.0
7601,thats why i hate sorry httpstcooAEeozQPYz,😑,0.0
7602,I hate when I can feel a little hair on my face but I cant find it so I just want to slap my self,😑,0.0
7603,lmfaoooo Im so glad you knew I would cringe at all the affection but I love you lt3 httpstcou6igl3fSif,😑,0.0
7608,Because Vedas dont,😑,0.0
7609,Gm I hate Mondays,😑,0.0
7610,RT LeekJack_ I hate when somebody tries to tell me about myself,😑,0.0
7611,I g shit hate the word sorry lmao,😑,0.0
7612,RT ppeatrs Its a love hate one,😑,0.0
7616,i hate all the men at my school to the point of hating all the nonmen who associate with the men at my school,😑,0.0
7617,I will not support narendramodi nor will speak in favor or against him he intentionally allowed Barkha Dutt to carry on her hate mission,😑,0.0
7618,Surprised no white people have come out calling the black panther casting racist The hate will come,😑,0.0
7619,Lmfao Bitch I hate you  httpstcoaGbkBHtGQJ,😑,0.0
